"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2021","2021",20.876401539999,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2022","2022",21.841651335352,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2001","2001",0.85082377940987,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2002","2002",0.87125463695074,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2003","2003",0.88931244661303,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2004","2004",1.1319877675841,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2005","2005",1.1328043735939,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2006","2006",1.1290445920757,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2007","2007",1.1444433922061,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2008","2008",1.1151462509977,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2009","2009",1.0760935248454,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2010","2010",1.0687935274783,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2011","2011",1.0789233576642,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2012","2012",1.0684875569973,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2013","2013",1.0828211881768,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2014","2014",1.0849108823204,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2015","2015",1.0869093591357,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2016","2016",1.0903459833266,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2017","2017",1.1147581851421,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2018","2018",1.1106803248582,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2019","2019",1.1064026349614,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2020","2020",1.005854386861,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2021","2021",1.0437453535235,,
"NZL","New Zealand","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2022","2022",1.0538436018032,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2000","2000",70.309662883817,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2001","2001",70.352255274061,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2002","2002",62.58067386754,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2003","2003",55.086286770297,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2004","2004",49.052063755772,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2005","2005",42.16279721908,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2006","2006",39.443211685829,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2007","2007",35.452094263674,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2008","2008",29.958208513292,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2009","2009",35.130109013549,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2010","2010",32.797927579626,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2011","2011",28.184038431657,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2012","2012",27.800682140987,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2013","2013",26.975320758105,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2014","2014",30.459220841917,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2015","2015",39.258074372171,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2016","2016",39.787018438496,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2017","2017",34.735308333809,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2018","2018",31.714542348545,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2019","2019",33.262593590046,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2020","2020",34.885473792998,,
"NOR","Norway","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2021","2021",27.181189810572,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2000","2000",2.6842862572804,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2001","2001",2.7157443997243,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2002","2002",2.7016497218365,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2003","2003",2.7680975627922,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2004","2004",2.8336598496051,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2005","2005",2.8268962520421,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2006","2006",2.9359204682067,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2007","2007",3.0312516921833,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2008","2008",2.9210314054828,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2009","2009",2.8226039332114,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2010","2010",2.8915705306251,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2011","2011",2.8528394811479,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2012","2012",2.8405602548772,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2013","2013",2.7933980533595,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2014","2014",2.9748514375056,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2015","2015",2.9368952013517,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2016","2016",2.8196009986782,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2017","2017",2.6444628809574,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2018","2018",2.6257371163249,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2019","2019",2.542279618003,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2020","2020",2.3840739105582,,
"NOR","Norway","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2021","2021",2.4641213907461,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2000","2000",37.824287251501,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2001","2001",37.236481940228,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2002","2002",37.68163103331,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2003","2003",35.988221257445,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2004","2004",36.52384329682,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2005","2005",37.832548192516,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2006","2006",38.524802822383,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2007","2007",39.553798252804,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2008","2008",37.471756142999,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2009","2009",36.809208926337,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2010","2010",35.711632150423,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2011","2011",36.674019189334,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2012","2012",37.260147045697,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2013","2013",36.557690154411,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2014","2014",39.246697711509,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2015","2015",38.292976142521,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2016","2016",37.791412164548,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2017","2017",35.87037231965,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2018","2018",36.229244387883,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2019","2019",36.307108398154,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2020","2020",35.61471161882,,
"NOR","Norway","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2021","2021",36.853228835319,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2000","2000",73.643275041537,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2001","2001",75.062770258,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2002","2002",76.200977185626,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2003","2003",73.535378859895,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2004","2004",74.13456025022,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2005","2005",74.180615359472,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2006","2006",74.376011126493,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2007","2007",73.810182654147,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2008","2008",73.823846861492,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2009","2009",73.286537568543,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2010","2010",69.493599946865,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2011","2011",69.133592798204,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2012","2012",68.69651340926,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2013","2013",69.338659559394,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2014","2014",65.797079561972,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2015","2015",66.201013951929,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2016","2016",66.51094516627,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2017","2017",64.085580633284,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2018","2018",65.777262838053,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2019","2019",62.745932636635,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2020","2020",63.943093938074,,
"NOR","Norway","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2021","2021",63.932478096509,,
"NOR","Norway","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2000","2000",7.5233506049461,,
"NOR","Norway","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2001","2001",6.7716418911301,,
"NOR","Norway","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2002","2002",5.9934508466038,,
"NOR","Norway","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2003","2003",7.3725281268608,,
